"komentar","label"
"Saya merasa lebih aman karena polisi selalu patroli rutin di sekitar lingkungan rumah saya. Mereka aktif, bukan hanya duduk di pos","positif"
"Polisi juga terlibat langsung dalam program vaksinasi di daerah saya. Mereka bekerja sama dengan tenaga medis untuk mempercepat prosesnya","positif"
"Setiap kali ada laporan gangguan keamanan, polisi selalu merespons dengan cepat. Mereka tidak pernah mengabaikan laporan","positif"
"Saya pernah terjebak di kemacetan karena kecelakaan, tapi polisi sigap atur lalu lintas dan membuat situasi lebih teratur","positif"
"Waktu ada kebakaran kecil di daerah saya, polisi tidak hanya datang untuk membantu pengamanan, tapi juga bantu pendistribusian air","positif"
"Saya lihat polisi ikut mengatur lalu lintas dengan sabar, meskipun hujan deras. Mereka tidak pernah terlihat lelah","positif"
"Polisi sering mengadakan kegiatan sosial seperti donor darah. Itu menunjukkan mereka peduli dengan masyarakat","positif"
"Saya pribadi merasa nyaman berinteraksi dengan polisi di kantor, mereka selalu melayani dengan baik dan menjelaskan dengan sabar","positif"
"Polisi selalu hadir saat ada perayaan besar di daerah kami. Mereka menjaga agar acara tetap berjalan lancar dan aman","positif"
"Polisi sering nongkrong di pos, tapi nggak pernah terlihat aktif cegah pelanggaran","negatif"
"Waktu adik saya hilang, polisi terkesan lambat dan minta kami cari sendiri dulu","negatif"
"Sering banget lihat pelanggaran lalu lintas depan polisi tapi dibiarkan. Jadi percuma aturan dibuat","negatif"
"Saya lihat sendiri ada polisi terima amplop dari sopir truk. Padahal jelas-jelas overload muatannya","negatif"
"Layanan SIM keliling telat datang dan selesai lebih awal dari jadwal. Nggak menghargai waktu masyarakat","negatif"
"Laporan saya ditolak karena dianggap 'kurang bukti', padahal saya bawa saksi dan foto","negatif"
"Tiap razia selalu kesannya mengincar, bukan edukatif. Kalau nggak bawa uang, beresnya lama","negatif"
"Saya diperlakukan seperti tersangka saat mau laporan pencurian. Nggak ada empati","negatif"
"Beberapa polisi suka update TikTok saat jam dinas. Harusnya fokus kerja, bukan konten","negatif"
"Masih sering lihat polisi ngebut pakai sirene padahal nggak darurat. Kewenangan disalahgunakan","negatif"
"Polisi di tempat saya terlalu 'dekat' dengan oknum preman pasar. Kalau ditegur, mereka diam aja","negatif"
"Ada insiden di desa kami, tapi polisi baru datang setelah hampir 3 jam. Terlalu lamban","negatif"
"Saya pernah dimintai uang supaya laporan saya 'dipercepat'. Harusnya semua sama, nggak pilih-pilih","negatif"
"Ada polisi yang nyuruh damai padahal saya mau teruskan ke jalur hukum. Merasa nggak dihargai sebagai korban","negatif"
"Rasa takut sama polisi itu nyata. Banyak warga lebih pilih selesaikan sendiri daripada lapor","negatif"
"Baru tahu ternyata untuk mengurus laporan kehilangan butuh surat pengantar dari RT/RW terlebih dahulu","netral"
"Setiap pagi saya lihat ada polisi yang bertugas di perempatan dekat sekolah, sepertinya memang jadwal rutin mereka","netral"
"Beberapa waktu lalu saya lihat polisi bagi-bagi masker ke pengguna jalan. Kayaknya bagian dari program pemerintah","netral"
"Di sekitar kantor saya, ada pos polisi yang selalu ramai. Tapi saya kurang tahu kegiatan mereka apa saja","netral"
"Polisi sering keliling kompleks malam hari. Nggak tahu itu patroli rutin atau ada kejadian","netral"
"Kemarin ada kecelakaan di jalan raya, polisi datang sekitar 15 menit setelah warga mulai berkerumun","netral"
"Pembuatan SIM sekarang sudah bisa online. Tapi tetap harus datang ke kantor untuk tes","netral"
"Saya lihat media sosial Polri sekarang cukup aktif. Banyak konten informatif yang dibagikan","netral"
"Waktu acara 17-an kemarin, polisi juga hadir. Mereka jaga lalu lintas dan bantu pengamanan ringan","netral"
"Kalau malam minggu, polisi keliling naik motor sambil nyalain sirene. Mungkin bagian dari patroli rutin","netral"
"Polisi kadang kelihatan di taman kota saat akhir pekan. Sepertinya untuk menjaga keramaian","netral"
"Setiap ada demo di pusat kota, polisi pasti sudah siaga sejak pagi. Tapi saya belum pernah lihat ada bentrokan langsung","netral"
"Di kantor polisi tempat saya buat laporan, ada petugas yang ramah dan ada juga yang terlihat cuek. Mungkin tergantung orangnya","netral"
"Saya belum pernah berurusan langsung dengan polisi, tapi selama ini mereka terlihat hadir di berbagai kegiatan masyarakat","netral"
"Saat hujan deras, polisi tetap jaga lalu lintas. Meskipun tidak semua titik terpantau, setidaknya ada yang bertugas","netral"
"Kadang petugas terlihat aktif, kadang juga sepi. Mungkin karena perbedaan jam kerja atau tugas","netral"
"Ada teman saya yang kerja di kepolisian. Katanya memang banyak prosedur yang harus diikuti dalam menangani kasus","netral"
"Saya lihat di berita, polisi lagi gencar kampanye tertib lalu lintas. Semoga konsisten","netral"
"Untuk beberapa kasus besar, polisi memang butuh waktu buat selesaikan. Mungkin karena harus kumpulkan bukti","netral"
"Beberapa pengurusan administrasi sudah mulai digital. Tapi masih ada bagian yang tetap manual","netral"
"Kalau di jalan tol, biasanya polisi hadir pas jam-jam rawan macet atau kecelakaan","netral"
"Saya pernah lihat polisi bantu warga yang motornya mogok. Tapi nggak tahu juga apa itu tugas rutin atau inisiatif pribadi","netral"
"Polisi sering terlihat di lampu merah besar, biasanya mereka berdiri mengatur arus saat jam sibuk","netral"
"Di sekitar pasar tradisional, biasanya ada satu dua polisi yang berjaga, entah hanya mengawasi atau memang ada operasi","netral"
"Kalau malam tahun baru, polisi ramai berjaga di titik-titik keramaian. Tapi saya belum pernah bicara langsung dengan mereka","netral"
"Tempat saya bikin SKCK kemarin cukup tertib. Ada antrean elektronik tapi tetap nunggu sekitar setengah jam","netral"
"Saya lihat mobil patroli lewat tiap malam sekitar jam 10. Sepertinya memang sudah jadwalnya begitu","netral"
"Polisi kadang masuk kampus untuk diskusi soal tertib lalu lintas. Tapi tidak semua mahasiswa ikut","netral"
"Pernah lihat polisi bantu ibu-ibu tua nyeberang jalan. Orang-orang cuma lewat, tapi polisi itu berhenti","netral"
"Kalau ada konser atau festival di kota, pasti ada polisi. Tapi biasanya mereka diam saja, nggak terlalu interaksi","netral"
"Anak saya pernah tersesat di mal, dan polisi yang sedang bertugas langsung bantu hingga anak saya ketemu dengan cepat. Terima kasih banyak","positif"
"Saya merasa tenang karena polisi sering patroli di jalan utama yang rawan begal. Sekarang suasananya jauh lebih aman","positif"
"Ada kejadian kebakaran di gang sempit dekat rumah, polisi langsung datang bantu evakuasi dan atur lalu lintas agar pemadam bisa masuk","positif"
"Polisi mengadakan program ‘Polisi Mengajar’ di sekolah kami, dan anak-anak sangat antusias. Cara menyampaikan materinya juga menarik","positif"
"Saat mudik Lebaran, saya sangat terbantu dengan pengamanan dan posko polisi di berbagai titik. Perjalanan jadi lebih nyaman","positif"
"Di daerah saya, polisi dan masyarakat kerja sama buat ronda malam. Polisi datang tiap minggu untuk koordinasi. Sinergi yang bagus","positif"
"Bapak saya sakit saat demo vaksinasi, dan polisi yang bertugas langsung bantu antar ke puskesmas. Salut","positif"
"Polisi lalu lintas yang saya temui sangat sabar, bahkan saat menghadapi pengendara yang bandel. Tetap tegas tapi tidak arogan","positif"
"Saya pernah lihat polisi bantu bersihkan jalan dari pohon tumbang. Mereka nggak cuma jaga, tapi juga langsung kerja","positif"
"Saya suka melihat polisi aktif di media sosial. Mereka responsif dan nggak kaku dalam menanggapi pertanyaan warga","positif"
"Laporan saya soal kehilangan motor seperti tidak ditanggapi serius. Sudah sebulan lebih belum ada perkembangan","negatif"
"Waktu ada keributan di jalan dekat rumah, kami telepon polisi tapi datangnya lebih dari satu jam kemudian","negatif"
"Proses sidik jari untuk SKCK di kota saya antriannya luar biasa, tapi cuma ada satu petugas yang melayani","negatif"
"Sering lihat oknum polisi malah asyik main HP saat jaga lalu lintas. Bukannya fokus, malah cuek.","negatif"
"Polisi terlihat pilih-pilih dalam menindak pelanggar lalu lintas. Ada yang jelas salah tapi dilewatkan begitu saja","negatif"
"Saya sempat diminta ‘uang tambahan’ saat mengurus surat kehilangan. Harusnya tidak ada pungutan di luar ketentuan","negatif"
"Penanganan kasus kekerasan rumah tangga lambat dan tidak empatik. Korban seperti tidak dianggap serius","negatif"
"Kalau bukan kasus besar atau viral, polisi terkesan lambat dalam menindaklanjuti laporan masyarakat","negatif"
"Beberapa petugas terlihat ogah-ogahan saat dimintai tolong untuk menjelaskan prosedur hukum. Seperti malas layani","negatif"
"Waktu saya datang ke kantor polisi, petugasnya banyak yang tidak pakai name tag. Sulit tahu siapa yang bertugas","negatif"
"Di media sosial, ada akun resmi polisi yang merespons dengan nada defensif saat dikritik. Bikin warganet jadi segan bertanya","negatif"
"Ada pengalaman tidak enak saat ditilang. Tidak dijelaskan pelanggarannya dengan baik, langsung minta bayar di tempat","negatif"
"Saat pengurusan SIM, saya merasa ada diskriminasi antara pemohon umum dan yang lewat ‘jalur cepat’","negatif"
"Sering ada operasi lalu lintas dadakan tapi tanpa papan pemberitahuan atau petunjuk. Terasa seperti jebakan","negatif"
"Saya lihat masih banyak kendaraan pelat palsu atau tanpa lampu depan berkeliaran, tapi tidak ditindak","negatif"
"Saat lapor kehilangan barang di kantor polisi, saya merasa tidak dilayani dengan serius. Petugasnya malah ngobrol sendiri","negatif"
"Banyak pengendara yang ugal-ugalan tidak ditindak. Polisi kadang hanya berdiri saja tanpa bertindak","negatif"
"Ada kejadian pencurian di dekat rumah, tapi CCTV tidak diminta dan pelaku tidak juga ditangkap sampai sekarang","negatif"
"Proses pengurusan SIM terasa rumit dan memakan waktu, padahal sudah ikuti semua syarat. Petugasnya juga tidak ramah","negatif"
"Waktu saya bertanya soal prosedur tilang, malah dimarahi dan dibilang ‘banyak tanya’. Padahal saya cuma ingin tahu","negatif"
"Pernah kena razia yang tidak jelas. Tidak ada penjelasan, cuma diminta keluarin surat-surat dan akhirnya dimintai uang.","negatif"
"Masih banyak laporan masyarakat yang hanya ditampung tapi tidak pernah ditindaklanjuti. Seolah-olah hanya formalitas","negatif"
"Pengaduan soal kebisingan musik malam hari dibiarkan begitu saja, padahal sudah sering kami laporkan","negatif"
"Pelayanan publik di beberapa kantor polisi tidak konsisten. Kadang bagus, kadang mengecewakan tergantung siapa petugasnya","negatif"
"Saya merasa kecewa karena polisi tidak hadir saat mediasi warga yang sudah dijadwalkan bersama kelurahan","negatif"
"Saat terjadi tabrakan kecil, polisi malah seperti menyalahkan semua pihak tanpa mau dengarkan keterangan lengkap","negatif"
"Petugas yang jaga terlihat malas membantu pengurusan surat. Harus bolak-balik padahal dokumen sudah lengkap","negatif"
"Saya sempat lihat oknum polisi meminta uang ke sopir truk di jalan. Masih ada praktik-praktik seperti itu ternyata","negatif"
"Ada kesan bahwa beberapa kasus cepat ditangani hanya kalau viral atau diliput media. Yang biasa-biasa terabaikan","negatif"
"Layanan hotline polisi lambat merespons. Padahal dalam situasi darurat, kecepatan itu penting sekali","negatif"
"Saya datang ke kantor polisi buat lapor dompet hilang, tapi petugasnya malah suruh balik besok tanpa alasan yang jelas","negatif"
"Terkesan ada pembiaran terhadap balap liar di sekitar jalan utama. Sudah sering dilaporkan, tapi tidak ada tindakan nyata","negatif"
"Saat saya lapor penipuan online, petugasnya malah bilang itu hal biasa dan prosesnya bisa makan waktu lama. Kurang simpatik","negatif"
"Ada teman saya yang ditilang, tapi setelah bayar resmi, masih diminta tambahan ‘uang rokok’. Ini merusak citra polisi sendiri","negatif"
"Saat saya ditabrak orang, polisi datang tapi justru menyarankan damai tanpa membuat laporan resmi. Padahal saya korban","negatif"
"Saya pernah lihat polisi bertugas tapi merokok di tempat umum tanpa memperhatikan lingkungan. Kurang etika","negatif"
"Pelaporan kekerasan seksual di lingkungan saya seperti tidak dianggap prioritas. Penanganannya lambat dan berbelit","negatif"
"Ketika saya minta pendampingan untuk kasus ancaman, tanggapannya minim dan diminta sabar tanpa solusi konkret","negatif"
"Beberapa polisi masih terkesan kasar saat berbicara dengan warga, terutama yang dianggap ‘tidak paham aturan’","negatif"
"Pernah tanya soal perizinan kegiatan warga, malah dipersulit dengan alasan yang tidak jelas. Terasa birokratis dan ribet","negatif"
"Di dekat perempatan besar, saya sering lihat polisi jaga saat jam berangkat kerja, tapi tidak selalu ada tiap hari","netral"
"Waktu ada acara konser di lapangan kota, polisi terlihat mengamankan area, tapi saya tidak tahu detail tugasnya apa saja","netral"
"Saya bikin laporan kehilangan lewat online, sistemnya cukup jelas, tapi tetap harus datang ke kantor buat validasi","netral"
"Kalau ada acara kenegaraan, pasti banyak polisi berjaga. Sepertinya memang sudah bagian dari protokol keamanan","netral"
"Beberapa polisi sekarang pakai body cam di jalan. Mungkin untuk dokumentasi atau pengawasan internal","netral"
"Di pusat keramaian seperti stasiun, saya lihat polisi berjaga tapi lebih sering diam atau berdiri saja","netral"
"Antrian di layanan SIM keliling cukup panjang, tapi jalannya sesuai urutan. Tidak terlalu cepat, tapi juga tidak lambat","netral"
"Saya lihat media sosial polisi sekarang sering dipakai buat edukasi, meski tidak semua kontennya menarik bagi saya","netral"
"Beberapa pos polisi terlihat aktif saat musim liburan. Tapi kalau hari biasa sering kosong","netral"
"Kalau ada kecelakaan lalu lintas, biasanya polisi datang setelah dipanggil warga. Tidak selalu cepat, tapi tetap datang","netral"
"Waktu ban motor saya bocor tengah malam, polisi yang patroli berhenti dan bantu dorong sampai ke tambal ban. Salut banget","positif"
"Acara 'Jumat Curhat' yang diadakan polisi di desa kami bikin warga lebih terbuka untuk menyampaikan masalah","positif"
"Saya ikut pelatihan anti-narkoba yang diadakan Polres, dan sangat membantu untuk edukasi anak-anak muda di lingkungan kami","positif"
"Respons call center 110 waktu saya butuh bantuan cepat dan sopan. Gak nyangka secepat itu bisa kirim unit ke lokasi","positif"
"Polisi wanita yang menangani laporan saya sangat sabar, detail, dan menghormati privasi saya. Profesional banget","positif"
"Kegiatan sosial seperti bagi-bagi sembako dari polisi waktu pandemi sangat membantu kami yang terdampak","positif"
"Saya sempat kehilangan HP, dan polisi bantu telusuri pakai IMEI. Walaupun gak ketemu, mereka tetap bantu maksimal","positif"
"Pelayanan SIM keliling di kampus saya sangat membantu mahasiswa yang sibuk. Cepat, ramah, dan efisien","positif"
"Di CFD minggu lalu, polisi bantu anak kecil yang terpisah dari orang tuanya sampai ketemu. Tangannya terus digandeng, kelihatan perhatian","positif"
"Kegiatan patroli rutin malam hari bikin warga lebih tenang. Apalagi di kawasan yang sebelumnya rawan maling","positif"
"Saat polisi melakukan patroli rutin di lingkungan, saya perhatikan mereka tidak terlalu banyak berbicara dengan warga, hanya lewat saja","netral"
"Polisi kadang ada yang jaga di area keramaian, tapi lebih sering terlihat di pos dan tidak berinteraksi langsung dengan masyarakat","netral"
"Saya sempat lihat polisi membawa orang yang terjaring razia ke kantor. Prosesnya tidak dijelaskan dengan detail","netral"
"Ada petugas yang mendekat ke kerumunan, namun tidak terlalu banyak memberi arahan kepada warga. Lebih terlihat pengawasan saja","netral"
"Meskipun ada pengamanan polisi di pusat kota, tidak selalu terlihat jelas apakah mereka berfokus pada keamanan atau hanya tugas rutin","netral"
"Saya pernah lewat pos polisi saat hujan, dan petugas hanya terlihat duduk di dalam pos. Tidak terlihat sedang beraktivitas di luar","netral"
"Polisi kadang ada yang aktif di media sosial, tapi saya merasa konten yang mereka bagikan kadang kurang relevan dengan kebutuhan masyarakat","netral"
"Terkadang ada petugas yang memberikan penjelasan mengenai aturan lalu lintas, meskipun terkadang penjelasannya tidak terlalu rinc","netral"
"Beberapa kali saya lewat kantor polisi, saya melihat banyak petugas di dalam, tetapi tidak terlihat ada kegiatan atau rapat penting","netral"
"Ada pos polisi di depan sekolah, tetapi tidak setiap saat ada petugas yang memantau arus lalu lintas di jam-jam sibuk","netral"
"Polisi kadang datang ke acara-acara masyarakat untuk memberi pengarahan tentang keamanan, meski sering tidak terlihat aktif terlibat langsung","netral"
"Pernah melihat polisi berjaga di jalan saat ada kecelakaan, tapi hanya mengarahkan kendaraan agar tidak mengganggu lalu lintas","netral"
"Terkadang saya lihat polisi di titik-titik keramaian, meskipun tidak banyak interaksi dengan orang sekitar","netral"
"Ketika ada permasalahan di lingkungan, polisi datang ke lokasi, tetapi lebih banyak memberikan penjelasan formal daripada beraksi langsung","netral"
"Waktu ada acara besar, polisi terlihat berjaga di sekitar area. Tidak banyak yang terjadi, tetapi mereka tetap ada di lokasi","netral"
"Polisi sangat responsif dalam menangani laporan kecelakaan. Mereka datang dengan cepat dan sangat membantu di tempat kejadian","positif"
"Pelayanan SIM keliling di kantor polisi sangat membantu, cepat dan prosesnya tidak bertele-tele. Terima kasih untuk petugas yang ramah","positif"
"Saya merasa lebih aman setelah polisi melakukan patroli malam di lingkungan saya. Kehadiran mereka sangat dirasakan, terutama saat malam hari","positif"
"Waktu ada keributan di sekitar rumah, polisi datang cepat dan mampu menenangkan keadaan dengan bijak","positif"
"Saya sangat menghargai kegiatan polisi yang memberikan penyuluhan tentang keselamatan lalu lintas di sekolah-sekolah. Ini edukasi yang sangat berguna","positif"
"Polisi yang menjaga pos jaga dekat rumah saya sangat sopan dan ramah setiap kali kami bertanya soal aturan atau prosedur","positif"
"Saat saya melapor kehilangan motor, polisi memberikan penjelasan yang jelas tentang prosedur dan dengan sabar menjelaskan langkah-langkahnya","positif"
"Polisi di daerah saya cukup aktif dalam kegiatan sosial, seperti pembagian sembako dan pemeriksaan kesehatan gratis untuk masyarakat","positif"
"Proses pengurusan SKCK di kantor polisi cukup cepat dan efisien. Petugasnya sangat membantu dan tidak mempersulit","positif"
"Saya sangat terbantu dengan program 'Jumat Curhat' yang diadakan polisi. Bisa langsung bertemu dan menyampaikan keluhan kami dengan mudah","positif"
"Polisi yang menjaga di sekitar pasar cukup sigap dalam mengatur lalu lintas, meskipun kondisi pasar cukup ramai","positif"
"Saya sangat mengapresiasi polisi yang melayani dengan penuh perhatian dan tidak terburu-buru. Proses di kantor polisi pun terasa lebih nyaman","positif"
"Kegiatan polisi dalam memberikan edukasi keselamatan berkendara sangat bermanfaat, terutama bagi pengendara pemula seperti saya","positif"
"Terima kasih kepada polisi yang sigap dalam menanggulangi kejahatan di sekitar kompleks kami. Keamanan semakin terasa","positif"
"Saya senang melihat polisi lebih banyak turun ke lapangan untuk membantu masyarakat. Terasa lebih dekat dan peduli","positif"
"Polisi datang ke lokasi kejadian setelah semuanya selesai. Warga yang sudah menangkap pelaku duluan","negatif"
"Saya heran kenapa beberapa laporan pencurian harus disertai saksi, padahal sudah ada bukti rekaman CCTV","negatif"
"Sewaktu dimintai uang untuk 'percepat proses', saya merasa kecewa. Harusnya semua warga dapat layanan yang sama","negatif"
"Masih banyak polisi yang tidak transparan menjelaskan hak-hak warga saat diperiksa atau ditilang","negatif"
"Pelayanan SPKT di kantor polisi sangat lambat. Antri dua jam hanya untuk masukin laporan, padahal loket banyak yang kosong","negatif"
"Sering melihat polisi tidur di pos jaga malam hari. Seharusnya tetap siaga karena itu jam rawan kejahatan","negatif"
"Petugas lalu lintas malah asyik main HP saat kendaraan macet parah. Tidak ada upaya atur arus","negatif"
"Terlalu banyak razia kendaraan di titik-titik yang sama. Tapi tidak terlihat dampak langsung terhadap ketertiban","negatif"
"Proses hukum terhadap pelanggaran oknum polisi sendiri sering tidak transparan. Publik seperti tidak diberi kejelasan","negatif"
"Saya lapor penganiayaan ringan, tapi justru disuruh 'damai saja' tanpa ada pendalaman kejadian. Padahal saya yang terluka","negatif"
"Sudah dua kali laporan saya di-SP3 tanpa penjelasan yang masuk akal. Rasanya seperti sia-sia datang ke kantor polisi","negatif"
"Tiap kali ada razia, saya malah curiga karena yang ditilang bukan yang benar-benar melanggar, tapi yang bisa ‘dinego’","negatif"
"Saya pernah lihat polisi membentak pedagang kaki lima yang tidak tahu aturan. Kenapa harus pakai nada tinggi begitu?","negatif"
"Penegakan hukum masih tebang pilih. Kalau pelanggar orang berpengaruh, seringkali prosesnya ‘menghilang’","negatif"
"Pengaduan soal gang motor yang berisik tiap malam tidak ditanggapi, padahal sudah sering meresahkan warga","negatif"
"Saya datang ke kantor polisi untuk minta arahan hukum, malah dibilang ‘bukan urusan kami’. Padahal jelas-jelas terkait keamanan","negatif"
"Ada polisi yang minta uang bensin setelah antar surat ke rumah warga. Tidak ada aturan seperti itu, kan?","negatif"
"Waktu saya minta salinan BAP untuk urusan pribadi, prosesnya dipersulit dan diminta 'uang administrasi' yang tidak jelas","negatif"
"Saya lihat sendiri petugas tidur di pos ronda malam saat wilayah kami sering kemalingan","negatif"
"Harusnya polisi jadi pelindung masyarakat, tapi kadang malah membuat warga takut lapor karena sikap yang tidak ramah","negatif"
"Saya melihat ada patroli polisi lewat setiap malam, tapi hanya lewat saja tanpa interaksi dengan warga sekitar","netral"
"Pos polisi dekat taman kota selalu buka, tapi jarang terlihat ada kegiatan di dalamnya","netral"
"Saat saya lewat razia, saya tidak diberhentikan. Mungkin karena kendaraan lengkap, jadi langsung diloloskan","netral"
"Pengurusan SIM saya memakan waktu sekitar 2 jam. Prosesnya sesuai prosedur, tidak terlalu cepat, tidak terlalu lama","netral"
"Polisi kadang hadir saat demo, tapi lebih banyak berdiri dan mengawasi tanpa banyak bicara","netral"
"Saya pernah datang ke kantor polisi hanya untuk tanya informasi. Dilayani, tapi cukup singkat dan formal","netral"
"Polisi hadir saat ada konser di kota, mereka berjaga di pintu masuk dan area parkir","netral"
"Kalau ada macet di perempatan besar, kadang ada polisi bantu atur lalu lintas, kadang juga tidak ada","netral"
"Di lingkungan saya, ada papan imbauan dari polisi soal kamtibmas, tapi tidak selalu diperbarui","netral"
"Saya sering lihat polisi jaga di sekitar tempat ibadah saat hari besar keagamaan","netral"
"Polisi pernah datang ke sekolah adik saya untuk sosialisasi, tapi saya tidak tahu detail materinya","netral"
"Saat lapor kehilangan, saya harus isi formulir manual dan tunggu cukup lama. Petugas mengikuti prosedur","netral"
"Pernah ada polisi bantu mengurai antrean di SPBU, tapi hanya sebentar","netral"
"Saat saya lewat jalan rusak, ada polisi yang memberi arah agar tidak terjadi kemacetan. Tidak banyak bicara, hanya isyarat tangan","netral"
"Saya lihat ada petugas polisi yang keliling pakai motor di sore hari, tapi tidak semua wilayah dilewati","netral"
"Pengamanan saat pemilu cukup banyak polisi yang berjaga, tapi suasananya tetap tenang dan tertib","netral"
"Di kantor polisi, ada papan informasi yang menjelaskan alur layanan. Lumayan membantu walau sedikit membingungkan","netral"
"Saya pernah diminta tunjukkan STNK saat ada pengecekan di jalan. Setelah dicek, langsung disuruh lanjut","netral"
"Saat ada kecelakaan kecil di jalan, polisi datang setelah 15 menit. Tidak terlalu cepat, tapi tetap hadir","netral"
"Polisi terlihat hadir di acara lomba 17-an kampung, tapi hanya duduk di pos","netral"
"Saya ikut antre di layanan SKCK. Prosesnya rapi, tapi tetap menunggu sesuai giliran","netral"
"Polisi di area wisata kadang memberi info arah jalan, tapi tidak selalu ada petugas saat ramai","netral"
"Pernah ikut forum warga dengan pihak kepolisian. Mereka hadir, tapi sebagian besar hanya mendengar, tidak terlalu banyak respons","netral"
"Pos pengamanan Lebaran banyak dijaga polisi. Fungsinya lebih ke pemantauan lalu lintas dan istirahat pemudik","netral"
"Saya lihat patroli polisi sering berkeliling saat malam minggu, tapi tidak berhenti lama di satu titik","netral"
"Saya sangat terbantu dengan adanya patroli polisi di jalan utama dekat rumah. Jadi lebih aman untuk keluar malam","positif"
"Pelayanan perpanjangan SIM di gerai mall sangat memudahkan. Cepat, bersih, dan petugasnya ramah","positif"
"Anak-anak di kampung senang diajak main oleh polisi saat mereka datang untuk kegiatan edukasi. Keren banget!","positif"
"Waktu saya kecopetan di terminal, polisi dengan sigap bantu membuat laporan dan menenangkan saya yang panik","positif"
"Saya apresiasi polisi yang membantu mengatur lalu lintas saat banjir, meski harus hujan-hujanan","positif"
"Proses pengaduan online via aplikasi sangat praktis. Saya dapat notifikasi tindak lanjut yang jelas","positif"
"Polisi di kampung kami ikut ronda malam bersama warga. Jadi terasa lebih dekat dan akrab","positif"
"Saya terkesan dengan polisi yang membantu mengevakuasi korban kecelakaan di depan mata saya. Cepat dan tanggap","positif"
"Waktu ada warga yang hilang, polisi langsung koordinasi dengan RT dan RW untuk pencarian. Terlihat usaha mereka maksimal","positif"
"Saya merasa lebih nyaman bawa kendaraan karena tahu polisi lalu lintas sering patroli di rute rawan kecelakaan","positif"
"Polisi mengadakan bakti sosial bersih-bersih masjid di desa kami. Aksi yang sederhana tapi sangat dihargai","positif"
"Program edukasi anti-bullying di sekolah anak saya yang melibatkan kepolisian sangat menyentuh dan membekas","positif"
"Saya lihat polisi mengantar lansia menyeberang jalan di hari pasar. Tindakan kecil yang sangat berarti","positif"
"Pernah ada penipuan di lingkungan saya, dan polisi cepat memfasilitasi mediasi agar korban tidak semakin dirugikan","positif"
"Polisi yang bertugas di daerah wisata sangat membantu turis, termasuk saya waktu kesasar. Ramah dan informatif","positif"
"Saya sangat menghargai polisi yang tetap berdiri mengatur lalu lintas di tengah terik matahari. Luar biasa dedikasinya","positif"
"Program Polisi Sahabat Anak sangat bagus. Anak saya jadi tidak takut lagi sama polisi dan malah bangga ketemu mereka","positif"
"Saat kehilangan dompet, polisi membantu cek CCTV dan memberi saran prosedur dengan sangat ramah","positif"
"Saya merasa bangga melihat polisi ikut membantu warga saat banjir besar kemarin, bahkan tanpa diminta","positif"
"Sikap polisi saat mengawal jenazah di jalan sangat hormat dan profesional. Patut dicontoh","positif"
"Layanan SKCK sekarang jauh lebih cepat dari dulu. Petugasnya pun sopan dan informatif","positif"
"Saya melihat sendiri polisi membantu evakuasi pohon tumbang di jalan raya. Cepat dan kompak kerjanya","positif"
"Setiap kali ada acara besar di kota, pengamanan dari polisi selalu membuat kami merasa lebih aman","positif"
"Polisi di lingkungan saya sangat responsif jika ada laporan warga. Tidak menunda dan selalu hadir","positif"
"aya terkesan saat polisi datang ke desa untuk menyampaikan imbauan soal penipuan online. Sangat relevan dan bermanfaat","positif"
"Saya melihat mobil patroli polisi parkir cukup lama di satu titik, mungkin sedang mengamati situasi","netral"
"Polisi datang ke lokasi kejadian setelah dipanggil oleh warga, dan langsung mulai mencatat informasi","netral"
"Ada petugas yang berjaga di pos pinggir jalan, tapi tidak terlihat berinteraksi dengan pengendara","netral"
"Saat saya mengurus surat kehilangan, prosedur dijelaskan dengan rinci meski tetap mengikuti langkah formal","netral"
"Beberapa kali saya melihat polisi mengatur lalu lintas saat jam sibuk, kadang dibantu oleh sukarelawan","netral"
"Polisi terlihat hadir di beberapa kegiatan masyarakat, tapi lebih banyak sebagai pengawas ketertiban","netral"
"Waktu acara konser, polisi tampak berjaga di pintu masuk dan di dalam area konser juga","netral"
"Ada papan pengumuman himbauan dari polisi tentang bahaya narkoba di sekolah anak saya","netral"
"Saya pernah diminta ikut sidang tilang online, dan diarahkan oleh petugas. Semua sesuai alur yang berlaku","netral"
"Ketika ada keramaian di jalan, polisi mengatur lalu lintas sebentar lalu kembali ke pos jaga","netral"
"Polisi kadang terlihat keliling dengan mobil patroli, tapi tidak selalu berhenti atau menegur warga","netral"
"Saya menyaksikan polisi hadir di lokasi kebakaran, tapi lebih ke menjaga lalu lintas daripada ikut pemadaman","netral"
"Saat membuat laporan, saya diminta melengkapi dokumen terlebih dahulu. Proses administrasinya cukup ketat","netral"
"Polisi di jalan tol sering terlihat berdiri dekat pintu keluar, mungkin untuk mengawasi lalu lintas","netral"
"Waktu saya ke kantor polisi, ada petugas yang sedang mendampingi tahanan. Tidak banyak interaksi","netral"
"Di beberapa daerah wisata, ada pos pengamanan polisi, tapi tidak selalu terlihat ada aktivitas","netral"
"Polisi ikut rapat koordinasi dengan warga, tapi tidak semua pertanyaan dari warga ditanggapi langsung","netral"
"Saya sempat melihat polisi memberi arahan kepada pengemudi angkutan umum di terminal","netral"
"Polisi datang saat terjadi cekcok antarwarga, namun lebih fokus pada mencatat pernyataan saksi","netral"
